id,title,publication_date,description,channel_id,channel_title,viewCount,likeCount,favoriteCount,commentCount,url,duracao,Mean_l,Q0.05,Q0.1,Q0.15,Q0.2,Q0.25,Q0.3,Q0.35,Q0.4,Q0.45,Q0.5,Q0.55,Q0.6,Q0.65,Q0.7,Q0.75,Q0.8,Q0.85,Q0.9,Q0.95,Mediana_r,Mean_r
72D9UKdVnlc,GTA IV! Minhas primeiras edições!!!,2014-07-23T16:55:31Z,Este video foi gravado antes da minha camera quebrar,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,48,3,0,NA,https://www.youtube.com/watch?v=72D9UKdVnlc,856.13,0.01326904388128878,-1671,-797,-398,-209,-102,-10,0,0,0,0,0,0,0,32,81,197,408,808,1686,0,0.033997690765866784
Y3An2AAcwJ4,GTA IV! O novo Super Man!!!!,2014-07-24T01:26:25Z,ATENÇÃO este video foi gravado antes da minha camera quebrer!,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,28,3,0,1,https://www.youtube.com/watch?v=Y3An2AAcwJ4,521.78,-0.00835990084019441,-3331,-1879,-1156,-737,-478,-329,-202,-153,-43,32,61,97,222,321,502,754,1167,1894,3355,32,-0.008373476061614257
k3Q7-wi3TzE,GTA V! Ep 1,2014-08-02T18:23:43Z,O pior pulador de paraquedas do mundo!!!,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,20,2,0,0,https://www.youtube.com/watch?v=k3Q7-wi3TzE,887.11,0.05127138211785359,-7221,-4230,-2742,-1898,-1373,-1001,-708,-457,-228,-10,207,435,685,978,1349,1878,2741,4285,7369,NA,NA
nZGZELj23OA,GTA V! A vila dos pelados,2014-08-09T20:07:50Z,Muita zueira!!!!!,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,194,7,0,2,https://www.youtube.com/watch?v=nZGZELj23OA,655.13,-0.07244652953315993,-7189,-4197,-2650,-1760,-1207,-840,-572,-357,-169,9,186,376,594,867,1243,1805,2701,4221,7137,9,-0.07722981870209587
g_A7VCYBoW0,Minecraft! Ep 8,2014-08-17T15:16:04Z,A continuação da série!!!,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,26,4,0,NA,https://www.youtube.com/watch?v=g_A7VCYBoW0,611.06,0.04551654300258784,-5838,-3086,-1814,-1226,-897,-663,-473,-310,-155,-6,138,294,457,643,874,1200,1778,3084,5970,NA,NA
mrxOfwJjIpI,GTA V! O roubo do jato XD,2014-08-23T17:26:01Z,Escrevão nos comentarios se gostarem da edição,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,80,3,0,NA,https://www.youtube.com/watch?v=mrxOfwJjIpI,826.51,0.0307600393783353,-4063,-2203,-1347,-900,-637,-459,-321,-204,-98,0,98,203,321,459,638,902,1354,2237,4114,0,0.04267560039458996
QTK2BcKxFtA,Cumprindo desafio do balde de gelo!,2014-08-29T19:18:39Z,"Desafio para conscientização da doença ELA, aceito",UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,250,7,0,NA,https://www.youtube.com/watch?v=QTK2BcKxFtA,11.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GDyC_xeWsAQ,Minecraft! Especial de uma hora!!!,2014-09-04T17:07:01Z,Este vídeo foi feito por termos chegado a 1.000 visualizações,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,37,5,0,NA,https://www.youtube.com/watch?v=GDyC_xeWsAQ,4664.78,-0.0019363660068004577,-910,-491,-297,-192,-135,-97,-68,-44,-22,0,21,43,68,96,134,193,301,500,919,0,-0.003345117373065934
Uj_5HxtWVMM,Vídeo zueira! Vejam a descrição,2014-09-04T22:18:58Z,Como descobrir se seu amigo é um assassino profissional!,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,162,10,0,NA,https://www.youtube.com/watch?v=Uj_5HxtWVMM,25.03,0.34192400394162137,-3302,-1553,-1020,-758,-580,-437,-316,-203,-99,1,103,205,317,438,584,766,1031,1570,3268,NA,NA
0gAytUB5qM4,Word of Tanks! Morri!,2014-09-06T19:51:45Z,Como não destruir tanques!,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,20,4,0,NA,https://www.youtube.com/watch?v=0gAytUB5qM4,350.66,0.0069911415676164835,-1051,-603,-376,-247,-173,-124,-87,-56,-28,-2,24,51,81,117,164,235,361,598,1076,-2,0.004633828013901246
c1R5hmdwZyw,Minecraft! Desafios de um amigo Ep 1,2014-09-10T23:40:41Z,Desculpe se o tamanho do video for pequeno :(,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,47,2,0,NA,https://www.youtube.com/watch?v=c1R5hmdwZyw,371.69,0.04832026457674178,-6454,-3615,-2282,-1582,-1163,-863,-619,-404,-203,-10,181,384,603,853,1160,1586,2304,3685,6586,-10,0.035423471208827474
1cHKXcft5GA,Video zueira! O troco,2014-09-12T19:16:12Z,Gabriel maldito!!!!!,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,77,3,0,NA,https://www.youtube.com/watch?v=1cHKXcft5GA,32.93,-0.1920484339569161,-3329,-1789,-1221,-911,-694,-521,-370,-231,-102,0,101,232,371,523,698,915,1225,1788,3342,-2,-0.18789606616456106
--LIMZecSJA,Minecraft! Desafios de um amigo Ep 2,2014-09-15T23:10:15Z,O tirador de escadas :(,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,32,2,0,NA,https://www.youtube.com/watch?v=--LIMZecSJA,312.1,-0.05706437282118323,-2414,-1376,-867,-589,-428,-316,-226,-147,-74,-3,67,141,221,313,428,592,879,1409,2470,-3,-0.05715368828821901
Akkj7uL0DS8,Minecraft! Desafios de um amigo Ep 3 (FIM?),2014-09-19T22:16:05Z,Eu vou cobrá-lo um mapa melhor!!!!!,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,25,3,0,NA,https://www.youtube.com/watch?v=Akkj7uL0DS8,436.08,-0.02206408992233841,-3106,-1835,-1165,-769,-536,-386,-271,-174,-86,-1,83,172,271,387,540,777,1181,1865,3150,-1,-0.022602981868770255
3TQBsM1ODjY,Plants vs Zombies! Ep 1,2014-09-23T19:40:56Z,E morreu!,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,26,2,0,NA,https://www.youtube.com/watch?v=3TQBsM1ODjY,506.16,-0.008490069016384806,-2780,-1653,-1021,-639,-417,-282,-190,-118,-57,-2,53,114,185,276,408,628,1020,1675,2820,-2,-0.04559942343659449
ZoLoEZpOx4Q,Video zueira!,2014-10-03T18:10:20Z,A MORTE!!!!!!!,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,98,8,0,NA,https://www.youtube.com/watch?v=ZoLoEZpOx4Q,88.01,0.10083837075417386,-2562,-1623,-1101,-759,-529,-373,-259,-167,-88,-13,59,138,226,335,485,718,1084,1651,2672,-13,0.10116244167196921
FKf0txXrf6M,HAPPY WHEELS! Ep 1,2014-10-10T22:46:49Z,SWORD THROW PRÓ!!!!,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,30,4,0,NA,https://www.youtube.com/watch?v=FKf0txXrf6M,722.09,-0.03165265175435681,-2168,-1315,-848,-545,-352,-238,-162,-103,-52,-5,42,92,150,223,331,519,836,1339,2237,-5,-0.0330220600997847
MMBi7K23g5g,GTA V! Procurando Easter Eggs,2014-10-14T09:12:22Z,Loucuras!!!!,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,34,4,0,0,https://www.youtube.com/watch?v=MMBi7K23g5g,790.99,-0.0030969813853995993,-2704,-1606,-1072,-778,-585,-437,-313,-201,-97,0,95,199,311,436,586,783,1089,1643,2751,0,0.07557751321547289
Jv7SD2xZn1U,HAPPY WHEELS! Ep 2,2014-10-15T11:42:17Z,Rope swing!!!,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,22,5,0,NA,https://www.youtube.com/watch?v=Jv7SD2xZn1U,545.57,-0.001987454664985239,-2198,-1251,-748,-456,-306,-217,-152,-98,-50,-4,41,90,143,207,292,433,719,1245,2255,-4,-0.021849858007312258
WEWdKKDb54c,ROBLOX! Disaster survival,2014-10-15T16:39:24Z,FPS!!!!!!!!!!!,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,43,6,0,0,https://www.youtube.com/watch?v=WEWdKKDb54c,840.91,-0.03440272783200462,-4089,-2708,-1890,-1332,-932,-637,-419,-258,-127,-10,105,233,388,597,889,1294,1877,2748,4203,-10,-0.08212219788356769
ftj4D_OpD34,Roblox! Ep 2,2014-10-22T23:40:36Z,Com o gerenciador do canal!!!,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,39,6,0,0,https://www.youtube.com/watch?v=ftj4D_OpD34,1833.62,0.0103886029342257,-10646,-7099,-4847,-3279,-2179,-1433,-934,-573,-279,-13,253,543,896,1379,2099,3174,4743,7065,10831,-13,0.019064795545142663
twYDierVQAY,Roblox Ep 3!,2014-10-30T18:22:52Z,Muita tensão e cada vc!!!!,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,40,3,0,NA,https://www.youtube.com/watch?v=twYDierVQAY,2172.98,-0.02851382400115847,-3033,-1878,-1178,-719,-450,-301,-204,-129,-65,-4,56,120,193,285,426,681,1140,1873,3108,-4,-0.032276679595125105
mL27GgklSkI,Happy Wheels! Ep 3,2014-11-19T17:07:51Z,Jogando aleatóriamente,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,30,4,0,NA,https://www.youtube.com/watch?v=mL27GgklSkI,851.09,0.028866286447464893,-9183,-5388,-3302,-2048,-1365,-962,-671,-430,-213,-6,200,416,655,943,1337,2003,3244,5358,9237,NA,NA
Zq_RcboNI1A,Trollface Quest!,2014-11-23T19:41:50Z,Zerado em 10 minutos!!!,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,29,5,0,NA,https://www.youtube.com/watch?v=Zq_RcboNI1A,649.08,0.018227690217949507,-7195,-4033,-2453,-1615,-1144,-832,-590,-384,-195,-16,160,347,549,784,1081,1521,2303,3894,7362,NA,NA
puQbXhb-jt0,Video zueira!!!,2014-11-25T16:10:36Z,Polly a destruidora,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,95,11,0,NA,https://www.youtube.com/watch?v=puQbXhb-jt0,78.67,0.29115796174835606,-2680,-1579,-1032,-676,-432,-282,-186,-115,-54,-1,26,85,151,236,364,596,986,1627,2880,-1,0.2767301793098773
dkeaRb6Zo1Y,GTA V! jogando com o JV,2014-12-02T19:15:53Z,Zueira estreme!!!,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,91,8,0,1,https://www.youtube.com/watch?v=dkeaRb6Zo1Y,2088.96,-0.01724884432125715,-2938,-1877,-1312,-949,-691,-497,-344,-216,-104,0,106,220,348,502,698,957,1321,1884,2933,0,-0.01343478533177594
610WM0ZVBlk,Trollface Quest 2! pássaro escroto,2014-12-04T16:32:09Z,Zerando em 9 minutos!!!!,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,33,3,0,0,https://www.youtube.com/watch?v=610WM0ZVBlk,571.82,-0.06393542855843756,-4616,-2804,-1823,-1217,-834,-580,-398,-253,-127,-10,107,232,375,554,800,1180,1797,2811,4682,-10,-0.0986552097615117
kninS_qMyOw,Five night's at Freddys 2!!! muita tensão,2014-12-09T15:50:59Z,Me borrei todo XD,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,38,5,0,NA,https://www.youtube.com/watch?v=kninS_qMyOw,473.09,-0.003190077744521104,-2086,-1248,-801,-551,-401,-296,-212,-140,-74,-10,53,118,189,270,370,508,739,1196,2168,-10,-0.029224390247339468
PzPsRCtx27A,Happy Wheels! Ep 4,2014-12-10T16:37:26Z,Matrix!!!,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,29,4,0,NA,https://www.youtube.com/watch?v=PzPsRCtx27A,715.13,-0.021236058439887684,-2136,-1120,-632,-409,-296,-219,-157,-102,-51,-3,46,97,152,214,291,403,625,1134,2180,-2,-0.03667466989592539
H9jNcFbcTtc,GTA V! mais zueira impossivel XD,2014-12-17T12:25:31Z,OMG!!!!!,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,44,7,0,1,https://www.youtube.com/watch?v=H9jNcFbcTtc,1736.81,0.20530866346001783,-3426,-1980,-1266,-841,-571,-394,-268,-168,-82,-1,75,161,260,385,562,836,1276,2017,3477,-1,0.26622564689553097
EeKifyUZa9k,Video Importante!!!!,2014-12-18T15:41:26Z,:(,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,63,5,0,NA,https://www.youtube.com/watch?v=EeKifyUZa9k,28.06,0.5248958927383328,-7070,-4562,-3225,-2380,-1798,-1358,-994,-670,-370,-81,195,493,813,1171,1603,2197,3138,4779,7823,-82,0.6914586006558312
GqamkeJ8xqk,GTA V! zueira no trem!!!,2015-01-15T20:20:58Z,"Galera desculpa pela demora, mas tentarei voltar com os videos editados!!!",UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,212,4,0,0,https://www.youtube.com/watch?v=GqamkeJ8xqk,1613.06,-0.0834694097692342,-9203,-5938,-4285,-3181,-2345,-1677,-1141,-709,-346,-14,316,676,1103,1635,2302,3143,4260,5952,9366,NA,NA
q5J8gC9-Ec8,Minecraft! Desafios de um amigo Ep 1 (1),2015-01-23T15:21:13Z,Galera voltamos com a segunda temporada de Minecraft Desafios!!!,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,62,6,0,1,https://www.youtube.com/watch?v=q5J8gC9-Ec8,315.07,0.21012948363125467,-8347,-4591,-2770,-1742,-1200,-863,-608,-393,-198,-10,176,371,586,840,1175,1715,2769,4690,8501,-10,0.2565650338123773
lKFkUdL1INM,Minecraft! Desafios de um amigo Ep 2 (1),2015-01-26T12:35:45Z,Esta cada vez mais difícil!!!,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,44,6,0,0,https://www.youtube.com/watch?v=lKFkUdL1INM,249.07,-0.04265935151281557,-7792,-4212,-2517,-1613,-1121,-807,-569,-369,-188,-17,154,333,530,762,1065,1527,2397,4165,7949,-16,-0.05595905333932892
2FuHCQ8F_Eg,Minecraft! Desafios de um amigo Ep 3,2015-01-27T15:30:23Z,Enderman maldito quase morri!!!,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,37,6,0,0,https://www.youtube.com/watch?v=2FuHCQ8F_Eg,278.06,0.1608716878128776,-8139,-4305,-2503,-1622,-1155,-844,-600,-388,-195,-9,176,370,580,824,1132,1590,2461,4329,8273,-9,0.055480407987609566
Sx-IRgaqnZw,Minecraft! Desafios de um amigo Ep 4,2015-01-28T17:21:03Z,Mais um Enderman que maldição!!!,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,45,5,0,0,https://www.youtube.com/watch?v=Sx-IRgaqnZw,340.08,-0.07276351642750725,-8678,-4599,-2638,-1697,-1213,-889,-632,-410,-206,-9,187,391,614,870,1194,1677,2626,4703,8919,-9,0.00884136330667294
XqoaAhJbRS4,GTA V! Zuando com códigos!!!,2015-01-30T18:38:22Z,"Esse video tem tudo para ser um lixo XD

Site:http://games.terra.com.br/dicas-e-tutoriais/gta-v-veja-codigos-para-invencibilidade-armas-e-outros,7824b54404071410VgnVCM10000098cceb0aRCRD.html",UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,96,7,0,0,https://www.youtube.com/watch?v=XqoaAhJbRS4,1563.1,-0.007464459423264257,-13050,-8690,-6111,-4367,-3112,-2163,-1425,-851,-397,1,398,855,1431,2175,3134,4408,6179,8772,13034,NA,NA
9zzhvYjG6cQ,Minecraft! Desafios de um amigo Ep 5,2015-01-31T16:01:38Z,Péssimas noticias ;(,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,25,5,0,0,https://www.youtube.com/watch?v=9zzhvYjG6cQ,310.08,0.13962566111971103,-9760,-5508,-3226,-1913,-1273,-904,-634,-409,-207,-15,176,377,598,861,1214,1816,3124,5568,10038,-14,0.03871756213450293
e42uvRMXNcU,NOVA INTRO!!!,2015-02-02T16:39:58Z,Galera deixem um like se gostarem da nova intro que eu criei!!!,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,81,9,0,0,https://www.youtube.com/watch?v=e42uvRMXNcU,10.08,1.8876070451928613,-3264,-2303,-1755,-1350,-1025,-749,-515,-306,-119,0,150,340,551,790,1057,1371,1765,2292,3189,0,1.4941237586355787
WV0tfeuexz8,Minecraft! Desafios de um amigo Ep 7 (FIM!?!?),2015-02-04T20:08:36Z,E nós terminamos mais uma temporada de minecraft desafios XD,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,41,6,0,0,https://www.youtube.com/watch?v=WV0tfeuexz8,360.05,0.1172132488816306,-7094,-3826,-2264,-1515,-1105,-817,-585,-381,-193,-13,166,353,555,786,1070,1473,2211,3867,7358,-14,-0.04131266294123746
GHpyZF0APo8,Happy Wheels! Ep 5,2015-02-10T08:20:54Z,Um recado importante!!!,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,22,7,0,NA,https://www.youtube.com/watch?v=GHpyZF0APo8,395.09,0.0023281205706070546,-11132,-6814,-4247,-2537,-1505,-992,-674,-431,-222,-27,167,372,606,902,1353,2258,3941,6671,11493,-26,0.11213799204227919
w0qT8S6ARw8,AVISO IMPORTANTE!!!,2015-02-14T13:30:59Z,Passem no canal mais tarde!,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,75,8,0,NA,https://www.youtube.com/watch?v=w0qT8S6ARw8,18.07,-0.09312864283606316,-8744,-5861,-4240,-3049,-2148,-1453,-958,-605,-321,-68,163,428,745,1178,1844,2829,4198,6231,9692,-66,-0.41016259037922387
Wq0Rq-D0Kuw,Especial de Gartic!!!,2015-02-15T10:36:23Z,"Canal da galera:
Forkside:https: //www.youtube.com/user/ForkSide1
Ville :3 https://www.youtube.com/user/villelagamerful
Victorios games: https://www.youtube.com/channel/UC0uho7KJTrhcsoMy6g-R3ew
RevoltzCraft: https://www.youtube.com/user/RevoltzCraft",UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,86,10,0,0,https://www.youtube.com/watch?v=Wq0Rq-D0Kuw,1688.09,0.11182422065674301,-14447,-9733,-6627,-4386,-2775,-1720,-1085,-655,-314,-5,303,642,1066,1690,2731,4329,6567,9700,14531,NA,NA
UVK1xIF_bF4,Trollface Quest 3! O roubo da trolla lisa!!!,2015-02-18T13:01:52Z,E zeramos mais um jogo da saga pessoal :),UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,32,7,0,0,https://www.youtube.com/watch?v=UVK1xIF_bF4,490.08,0.042329568641854394,-7856,-3824,-2023,-1261,-892,-651,-463,-303,-156,-15,126,272,431,615,847,1187,1851,3543,7892,-14,-0.019832433820328652
rhYGAEBwHeU,Catmario! Ep 1,2015-02-19T21:48:01Z,Mais que raiva cara!!!,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,80,8,0,NA,https://www.youtube.com/watch?v=rhYGAEBwHeU,554.06,-0.0010820049669352278,-9969,-5559,-3101,-1830,-1218,-860,-601,-389,-200,-20,158,346,554,803,1139,1690,2853,5364,10181,-19,-0.040768868758843745
IPxloVKdruw,"Cumprindo mico do tomate, é horrivel!!!",2015-02-25T20:53:48Z,Cara eu nunca mais chego perto de tomate!,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,216,20,0,3,https://www.youtube.com/watch?v=IPxloVKdruw,153.07,-0.04934565106616494,-6455,-2597,-1760,-1348,-1050,-804,-587,-386,-196,-9,177,369,572,793,1043,1348,1773,2616,6490,-8,-2.4729647921675204e-4
xmPCzK3B-Ms,"O poema proibido, me caguei XD",2015-02-27T17:08:30Z,"Canal da garela:
Lhgamers:https://www.youtube.com/channel/UCwky_zkGX9-WnQ9HWwp8eOQ
Victoriosgames:https://www.youtube.com/channel/UC0uho7KJTrhcsoMy6g-R3ew",UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,271,21,0,NA,https://www.youtube.com/watch?v=xmPCzK3B-Ms,42.02,-0.49968718272098483,-11163,-6908,-4448,-2840,-1821,-1234,-841,-531,-260,-5,251,522,832,1222,1797,2814,4447,6952,11270,-5,-0.4645529935275081
XzAwXj7iDo0,Happy Wheels! Ep 6,2015-02-28T18:45:59Z,Mitando!,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,301,9,0,NA,https://www.youtube.com/watch?v=XzAwXj7iDo0,547.11,32.589337771093284,-9639,-5723,-3515,-2155,-1423,-997,-690,-436,-208,7,224,450,703,1008,1428,2145,3509,5769,9836,7,32.58503326164746
6CDkK4kQxm8,A volta do canal! - Minecraft no PC!!!!,2015-06-17T19:30:05Z,"Canal do victorios:
https://www.youtube.com/channel/UC0uho7KJTrhcsoMy6g-R3ew",UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,72,8,0,0,https://www.youtube.com/watch?v=6CDkK4kQxm8,324.74,-0.050722902758275235,-2495,-1278,-694,-358,-166,-67,-32,-18,-8,0,6,14,26,49,123,294,621,1224,2550,0,0.01770291881194623
wi0SHbrXk0Q,Gartic com os parça,2015-06-26T18:52:15Z,"Canal do Gabriel:
https://www.youtube.com/user/GABRIELGAMER57
Canal do Ville:
https://www.youtube.com/user/villelagamerful",UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,66,8,0,0,https://www.youtube.com/watch?v=wi0SHbrXk0Q,846.89,0.06743202761167946,-662,-255,-110,-43,-14,-6,-3,-1,-1,0,1,1,2,5,13,40,102,238,652,0,0.09809327896172024
bAbT6Tu8iTo,Minecraft - Rage do victorios e mitando com arco e flecha,2015-07-01T16:44:26Z,"Canal do victorios:
https://www.youtube.com/channel/UC0uho7KJTrhcsoMy6g-R3ew",UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,64,8,0,0,https://www.youtube.com/watch?v=bAbT6Tu8iTo,960.77,-0.0065474096417310595,-679,-349,-192,-101,-47,-22,-12,-6,-2,0,2,5,10,19,40,91,182,342,688,0,0.02550366390915046
pUOhbwEPk6Q,Minecraft! Sky wars Ep 2,2015-07-08T00:03:53Z,"Canal do victorios:
https://www.youtube.com/channel/UC0uho7KJTrhcsoMy6g-R3ew",UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,87,7,0,1,https://www.youtube.com/watch?v=pUOhbwEPk6Q,1186.82,-0.003039625083415907,-736,-349,-170,-83,-46,-26,-14,-7,-3,0,2,6,11,22,39,69,145,324,748,0,-0.014171435697289573
YkKi9IQOjNc,Agar.io! Rage total,2015-07-14T01:31:28Z,Alone ;-;,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,119,8,0,0,https://www.youtube.com/watch?v=YkKi9IQOjNc,1254.89,0.021409264545255567,-1805,-816,-383,-158,-43,-6,-2,-1,-1,0,0,1,2,4,26,128,365,829,1842,0,0.08589157956726018
o25D1pjOEP8,Jogo Video Teste,2016-01-27T23:23:32Z,NA,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,144,10,0,1,https://www.youtube.com/watch?v=o25D1pjOEP8,97.56,-0.2349581881235479,-3589,-1188,-572,-268,-169,-122,-88,-57,-28,0,27,56,86,120,166,261,559,1233,3596,-1,1.611691950252836
Qk5EFKzPsG8,AI EH HUMILDE,2018-04-30T02:04:47Z,NA,UCD5VUiNxflMhmJgmh5TO14Q,Formiga Atômica,174,17,0,2,https://www.youtube.com/watch?v=Qk5EFKzPsG8,436.56,0.406765727124183,-13417,-9691,-7213,-5436,-4059,-2952,-2043,-1269,-591,0,600,1271,2035,2933,4032,5414,7223,9730,13459,-4,-0.16144568711440963
